순번,출발지 주소,중간집결지 주소,최종 도착지 주소,중간집결 기한,최종도착 기한,중간_최종거리
20023,경상남도 창원시 성산구 비음로 191,경상남도 사천시 사천대로 1891-46,경상남도 사천시 사천대로 1949,1 days 14:00:00,1 days 14:00:00,0.877315457
20090,충청북도 청주시 흥덕구 강내면 월곡길 23-13,충청북도 청주시 청원구 외남로 39,충청북도 청주시 청원구 원통숲안1길 39,7 days 14:00:00,7 days 14:00:00,1.827972811
20156,충청북도 청주시 서원구 장전로6번길 55,충청북도 청주시 청원구 외남로 39,충청북도 청주시 청원구 원통숲안1길 39,3 days 14:00:00,3 days 14:00:00,1.827972811
20506,대전광역시 서구 용소로12번길 6-5,대전광역시 서구 구봉산북로94번길 77,대전광역시 서구 구봉산북로 184-105,1 days 14:00:00,1 days 14:00:00,1.207032469
20688,경기도 김포시 김포한강4로420번길 19,충청북도 청주시 청원구 외남로 39,충청북도 청주시 청원구 원통숲안1길 39,1 days 14:00:00,1 days 14:00:00,1.827972811
20723,서울특별시 송파구 백제고분로39길 29-7,충청북도 청주시 청원구 외남로 39,충청북도 청주시 청원구 원통숲안1길 39,1 days 14:00:00,1 days 14:00:00,1.827972811
20759,광주광역시 북구 월동로 5,광주광역시 북구 무등로 1522-1,광주광역시 북구 무등산천왕봉길 792,1 days 14:00:00,1 days 14:00:00,2.644723759
20795,세종특별자치시 도움1로 145,세종특별자치시  당산로 333,세종특별자치시  세종로 2511,2 days 14:00:00,2 days 14:00:00,5.067947821
20865,충청북도 청주시 흥덕구 서부로 1123,충청북도 청주시 청원구 외남로 39,충청북도 청주시 청원구 원통숲안1길 39,3 days 14:00:00,3 days 14:00:00,1.827972811
20903,대구광역시 달성군 구지면 과학마을로3길 14,경상남도 사천시 사천대로 1891-46,경상남도 사천시 사천대로 1949,7 days 14:00:00,7 days 14:00:00,0.877315457
20986,강원특별자치도 속초시 미시령로3337번길 20,강원특별자치도 양양군 동해대로 2463,강원특별자치도 양양군 진미로12번길 22,2 days 14:00:00,2 days 14:00:00,9.564181139
21174,부산광역시 금정구 금정로 20,경상남도 사천시 사천대로 1891-46,경상남도 사천시 사천대로 1949,1 days 14:00:00,1 days 14:00:00,0.877315457
21228,인천광역시 중구 운남동로43번길 4,인천광역시 강화군 인화로 137-1,인천광역시 강화군 강화서로 1027-1,3 days 14:00:00,3 days 14:00:00,1.596786189
21469,충청북도 청주시 흥덕구 서현중로 47,충청북도 청주시 청원구 외남로 39,충청북도 청주시 청원구 원통숲안1길 39,3 days 14:00:00,3 days 14:00:00,1.827972811
21611,서울특별시 종로구 경교장길 35,경기도 평택시 고덕북로 75,경기도 평택시 신장로 55,1 days 14:00:00,1 days 14:00:00,1.603601841
21767,경상남도 창원시 의창구 창이대로383번길 18,경상남도 사천시 사천대로 1891-46,경상남도 사천시 사천대로 1949,1 days 14:00:00,1 days 14:00:00,0.877315457
21773,서울특별시 양천구 남부순환로83길 48,충청북도 청주시 청원구 외남로 39,충청북도 청주시 청원구 원통숲안1길 39,3 days 14:00:00,3 days 14:00:00,1.827972811
21782,광주광역시 북구 양산택지소로 20,광주광역시 북구 무등로 1522-1,광주광역시 북구 무등산천왕봉길 792,1 days 14:00:00,1 days 14:00:00,2.644723759
21853,경상남도 창원시 진해구 진해대로874번길 16-3,경상남도 창원시 진해구 충무로 37,경상남도 창원시 진해구 충장로 1,1 days 14:00:00,1 days 14:00:00,0.664821219
21871,충청북도 청주시 흥덕구 죽천로131번길 27-15,충청북도 청주시 청원구 외남로 39,충청북도 청주시 청원구 원통숲안1길 39,1 days 14:00:00,1 days 14:00:00,1.827972811
22010,부산광역시 사상구 백양대로 880,부산광역시 해운대구 세실로 186,부산광역시 해운대구 백동길 43,1 days 14:00:00,1 days 14:00:00,2.762380738
22128,경상남도 김해시 분성로512번길 57-2,경상남도 사천시 사천대로 1891-46,경상남도 사천시 사천대로 1949,1 days 14:00:00,1 days 14:00:00,0.877315457
22143,인천광역시 연수구 컨벤시아대로42번길 61,인천광역시 계양구 봉오대로 855,인천광역시 부평구 마장로 207,1 days 14:00:00,1 days 14:00:00,5.911016386
22486,인천광역시 서구 한들로 73,인천광역시 계양구 봉오대로 855,인천광역시 부평구 마장로 207,1 days 14:00:00,1 days 14:00:00,5.911016386
22492,인천광역시 연수구 용담로 14,인천광역시 계양구 봉오대로 855,인천광역시 부평구 마장로 207,1 days 14:00:00,1 days 14:00:00,5.911016386
22577,경상남도 사천시 새동네1길 71,경상남도 사천시 사천대로 1891-46,경상남도 사천시 사천대로 1949,3 days 14:00:00,3 days 14:00:00,0.877315457
22579,광주광역시 북구 서강로 155,광주광역시 북구  우치로 336,광주광역시 북구 우치로 339,28 days 14:00:00,28 days 14:00:00,0.047970155
22805,경상남도 창원시 의창구 봉곡로68번길 13,경상남도 창원시 진해구 충장로 10-40,경상남도 창원시 진해구 충장로 1,1 days 14:00:00,1 days 14:00:00,0.521513347
22810,충청북도 청주시 청원구 율봉로 31,충청북도 청주시 청원구 외남로 39,충청북도 청주시 청원구 원통숲안1길 39,3 days 14:00:00,3 days 14:00:00,1.827972811
23162,강원특별자치도 춘천시 보안길 36,강원특별자치도 홍천군 꽃뫼로 71,강원특별자치도 인제군 응봉길 26-315,2 days 14:00:00,2 days 14:00:00,31.29728488
23188,충청북도 영동군 영동읍 영동황간로 27-1,충청북도 청주시 청원구 외남로 39,충청북도 청주시 청원구 원통숲안1길 39,1 days 14:00:00,1 days 14:00:00,1.827972811
23335,경상남도 창원시 진해구 충무로 52-7,경상남도 창원시 진해구 충장로 10-40,경상남도 창원시 진해구 충장로 1,1 days 14:00:00,1 days 14:00:00,0.521513347
23355,경상남도 사천시 사천읍 옥산로 97,경상남도 사천시 사천대로 1891-46,경상남도 사천시 사천대로 1949,5 days 14:00:00,5 days 14:00:00,0.877315457
23456,경상남도 김해시 율하1로 130,경상남도 창원시 진해구 충장로 10-40,경상남도 창원시 진해구 충장로 1,1 days 14:00:00,1 days 14:00:00,0.521513347
23473,서울특별시 영등포구 선유로9길 30,경기도 평택시 고덕북로 75,경기도 평택시 신장로 55,1 days 14:00:00,1 days 14:00:00,1.603601841
23545,충청북도 청주시 상당구 동남로 15,충청북도 청주시 청원구 외남로 39,충청북도 청주시 청원구 원통숲안1길 39,1 days 14:00:00,1 days 14:00:00,1.827972811
23582,충청북도 청주시 흥덕구 2순환로 1106,충청북도 청주시 청원구 외남로 39,충청북도 청주시 청원구 원통숲안1길 39,1 days 14:00:00,1 days 14:00:00,1.827972811
23660,서울특별시 강북구 오패산로30길 18-13,충청북도 청주시 청원구 외남로 39,충청북도 청주시 청원구 원통숲안1길 39,1 days 14:00:00,1 days 14:00:00,1.827972811
23977,인천광역시 계양구 황어로134번길 16-1,인천광역시 계양구 봉오대로 855,인천광역시 부평구 마장로 207,1 days 14:00:00,1 days 14:00:00,5.911016386
24215,충청북도 청주시 흥덕구 월명로 76,충청북도 청주시 청원구 외남로 39,충청북도 청주시 청원구 원통숲안1길 39,1 days 14:00:00,1 days 14:00:00,1.827972811
24489,경상남도 김해시 진영읍 김해대로332번길 79,경상남도 창원시 진해구 충장로 10-40,경상남도 창원시 진해구 충장로 1,1 days 14:00:00,1 days 14:00:00,0.521513347
24515,세종특별자치시 조치원읍 산책2길 8,세종특별자치시  당산로 333,세종특별자치시  세종로 2511,2 days 14:00:00,2 days 14:00:00,5.067947821
24542,서울특별시 동작구 사당로23길 194-3,충청북도 청주시 청원구 외남로 39,충청북도 청주시 청원구 원통숲안1길 39,1 days 14:00:00,1 days 14:00:00,1.827972811
24608,경상남도 창원시 진해구 신항동로 143,경상남도 창원시 진해구 충장로 10-40,경상남도 창원시 진해구 충장로 1,1 days 14:00:00,1 days 14:00:00,0.521513347
24628,충청북도 청주시 상당구 남사로140번길 63,충청북도 청주시 청원구 외남로 39,충청북도 청주시 청원구 원통숲안1길 39,1 days 14:00:00,1 days 14:00:00,1.827972811
24653,서울특별시 노원구 노해로 508,충청북도 청주시 청원구 외남로 39,충청북도 청주시 청원구 원통숲안1길 39,1 days 14:00:00,1 days 14:00:00,1.827972811
24666,충청북도 청주시 청원구 충청대로84번길 30,충청북도 청주시 청원구 외남로 39,충청북도 청주시 청원구 원통숲안1길 39,1 days 14:00:00,1 days 14:00:00,1.827972811
24960,경상남도 창원시 진해구 웅천동로 100,경상남도 창원시 진해구 충장로 10-40,경상남도 창원시 진해구 충장로 1,1 days 14:00:00,1 days 14:00:00,0.521513347
24993,인천광역시 서구 청라커낼로 85,충청남도 서산시 신정2로 10-10,충청남도 서산시 신성로 330-1,1 days 14:00:00,1 days 14:00:00,0.568263606
25000,세종특별자치시 조치원읍 도원로 16,세종특별자치시  당산로 333,세종특별자치시  세종로 2511,2 days 14:00:00,2 days 14:00:00,5.067947821
25260,강원특별자치도 춘천시 행촌로 11,강원특별자치도 홍천군 꽃뫼로 71,강원특별자치도 인제군 응봉길 26-315,2 days 14:00:00,2 days 14:00:00,31.29728488
25350,경상남도 김해시 주촌면 천곡로 26,경상남도 창원시 진해구 충장로 10-40,경상남도 창원시 진해구 충장로 1,1 days 14:00:00,1 days 14:00:00,0.521513347
25504,강원특별자치도 춘천시 동면 만천로 242,강원특별자치도 홍천군 꽃뫼로 71,강원특별자치도 인제군 응봉길 26-315,2 days 14:00:00,2 days 14:00:00,31.29728488
25901,서울특별시 구로구 경인로 382,경기도 평택시 고덕북로 75,경기도 평택시 신장로 55,3 days 14:00:00,3 days 14:00:00,1.603601841
25909,강원특별자치도 춘천시 춘천로 120,강원특별자치도 홍천군 꽃뫼로 71,강원특별자치도 인제군 응봉길 26-315,2 days 14:00:00,2 days 14:00:00,31.29728488
25932,인천광역시 미추홀구 한나루로550번길 96,인천광역시 계양구 봉오대로 855,인천광역시 부평구 마장로 207,1 days 14:00:00,1 days 14:00:00,5.911016386
26094,충청북도 옥천군 옥천읍 마장로 20,충청북도 청주시 청원구 외남로 39,충청북도 청주시 청원구 원통숲안1길 39,7 days 14:00:00,7 days 14:00:00,1.827972811
26112,충청북도 청주시 상당구 호미로 137,충청북도 청주시 청원구 외남로 39,충청북도 청주시 청원구 원통숲안1길 39,5 days 14:00:00,5 days 14:00:00,1.827972811
26425,경기도 안양시 동안구 임곡로 43,충청남도 서산시 신정2로 10-10,충청남도 서산시 신성로 330-1,1 days 14:00:00,1 days 14:00:00,0.568263606
26426,충청북도 증평군 증평읍 정복골길 37-10,충청북도 청주시 청원구 외남로 39,충청북도 청주시 청원구 원통숲안1길 39,1 days 14:00:00,1 days 14:00:00,1.827972811
26498,인천광역시 연수구 청학로27번길 6,인천광역시 계양구 봉오대로 855,인천광역시 부평구 마장로 207,1 days 14:00:00,1 days 14:00:00,5.911016386
26561,대전광역시 서구 구봉산북로 165,대전광역시 서구 구봉산북로94번길 77,대전광역시 서구 구봉산북로 184-105,1 days 14:00:00,1 days 14:00:00,1.207032469
26635,인천광역시 중구 은하수로 412,인천광역시 계양구 봉오대로 855,인천광역시 부평구 마장로 207,1 days 14:00:00,1 days 14:00:00,5.911016386
26763,충청북도 청주시 서원구 성봉로 93,충청북도 청주시 청원구 외남로 39,충청북도 청주시 청원구 원통숲안1길 39,1 days 14:00:00,1 days 14:00:00,1.827972811
26978,광주광역시 북구 천변우로 227,광주광역시 북구  우치로 336,광주광역시 북구 우치로 339,28 days 14:00:00,28 days 14:00:00,0.047970155
27212,충청북도 청주시 청원구 율봉로 31,충청북도 청주시 청원구 외남로 39,충청북도 청주시 청원구 원통숲안1길 39,1 days 14:00:00,1 days 14:00:00,1.827972811
27237,경기도 김포시 김포한강2로 229,충청북도 청주시 청원구 외남로 39,충청북도 청주시 청원구 원통숲안1길 39,1 days 14:00:00,1 days 14:00:00,1.827972811
27519,경기도 이천시 신둔면 경충대로3150번길 19,충청남도 서산시 신정2로 10-10,충청남도 서산시 신성로 330-1,2 days 14:00:00,2 days 14:00:00,0.568263606
27774,대전광역시 대덕구 대화1길 77,세종특별자치시  당산로 333,세종특별자치시  세종로 2511,2 days 14:00:00,2 days 14:00:00,5.067947821
28040,경상남도 창원시 마산합포구 현동9길 14,경상남도 창원시 진해구 충무로 37,경상남도 창원시 진해구 충장로 1,1 days 14:00:00,1 days 14:00:00,0.664821219
28055,광주광역시 북구 임방울대로1041번길 15,광주광역시 북구 무등로 1522-1,광주광역시 북구 무등산천왕봉길 792,1 days 14:00:00,1 days 14:00:00,2.644723759
28145,경상남도 거제시 장평2로 19,경상남도 사천시 사천대로 1891-46,경상남도 사천시 사천대로 1949,3 days 14:00:00,3 days 14:00:00,0.877315457
28192,경기도 고양시 덕양구 충장로 118-30,경기도 양주시 권율로847번길 권율로 847번길 108,경기도 양주시 권율로847번길 108,1 days 14:00:00,1 days 14:00:00,0.627980154
28253,대전광역시 서구 관저남로 80,대전광역시 서구 구봉산북로94번길 77,대전광역시 서구 구봉산북로 184-105,1 days 14:00:00,1 days 14:00:00,1.207032469
28461,광주광역시 광산구 장덕로95번길 16,광주광역시 북구  우치로 336,광주광역시 북구 우치로 339,28 days 14:00:00,28 days 14:00:00,0.047970155
28589,부산광역시 수영구 과정로55번길 74,부산광역시 해운대구 세실로 186,부산광역시 해운대구 백동길 43,1 days 14:00:00,1 days 14:00:00,2.762380738
28634,광주광역시 북구 양일로343번길 16,광주광역시 북구  우치로 336,광주광역시 북구 우치로 339,28 days 14:00:00,28 days 14:00:00,0.047970155
29177,경상남도 창원시 진해구 해원로 45,경상남도 창원시 진해구 충장로 10-40,경상남도 창원시 진해구 충장로 1,1 days 14:00:00,1 days 14:00:00,0.521513347
29191,경상남도 거제시 동문천로 69-2,경상남도 사천시 사천대로 1891-46,경상남도 사천시 사천대로 1949,3 days 14:00:00,3 days 14:00:00,0.877315457
29203,경상남도 창원시 마산회원구 삼호로 80,경상남도 창원시 진해구 충장로 10-40,경상남도 창원시 진해구 충장로 1,5 days 14:00:00,5 days 14:00:00,0.521513347
29215,경상남도 진주시 진양호로145번길 25-5,경상남도 사천시 사천대로 1891-46,경상남도 사천시 사천대로 1949,3 days 14:00:00,3 days 14:00:00,0.877315457
29327,경상남도 창원시 성산구 대원로 80,경상남도 사천시 사천대로 1891-46,경상남도 사천시 사천대로 1949,1 days 14:00:00,1 days 14:00:00,0.877315457
